,id,country,continent,date_of_birth,date_of_death,weight,gender,type,habitat
1891,ELF0001891,Zambia,Africa,20.11.1991,,2459,female,African,natural
1892,ELF0001892,Botswana,Africa,29.03.2004,,5384,male,African,natural
1893,ELF0001893,Tanzania,Africa,20.06.2004,,3044,female,African,natural
1894,ELF0001894,Botswana,Africa,02.02.2007,,3560,male,African,natural
1895,ELF0001895,Sri Lanka,Asia,25.08.1970,17.01.2001,1503,female,Asian,natural
1896,ELF0001896,South Africa,Africa,06.05.1987,15.09.2023,4503,male,African,natural
1897,ELF0001897,Kenya,Africa,12.10.1976,13.03.2015,7346,male,African,natural
1898,ELF0001898,Tanzania,Africa,16.07.2024,,3654,male,African,natural
1899,ELF0001899,Zimbabwe,Africa,28.01.1976,08.10.2009,1533,female,African,natural
1900,ELF0001900,DR Congo,Africa,25.07.1994,,674,female,Asian,natural
1901,ELF0001901,Zimbabwe,Africa,04.04.1993,14.10.2024,3686,male,African,natural
1902,ELF0001902,Zimbabwe,Africa,19.10.1978,22.05.2003,3563,female,African,natural
1903,ELF0001903,Kenya,Africa,19.02.1989,17.10.2019,8265,male,African,natural
1904,ELF0001904,Botswana,Africa,27.01.1995,15.10.2017,3346,female,African,natural
1905,ELF0001905,Botswana,Africa,26.03.2005,,4660,male,African,natural
1906,ELF0001906,Malawi,Africa,15.07.1999,,3552,female,Asian,natural
1907,ELF0001907,India,Asia,22.12.2002,,1985,female,Asian,natural
1908,ELF0001908,Kenya,Africa,25.07.1979,16.08.2007,6581,male,African,natural
1909,ELF0001909,Tanzania,Africa,07.03.1982,11.11.2004,2746,female,African,natural
1910,ELF0001910,Zimbabwe,Africa,10.01.1977,22.01.2002,5565,male,African,natural
1911,ELF0001911,Zimbabwe,Africa,07.04.1998,,3327,male,African,natural
1912,ELF0001912,South Africa,Africa,14.03.2009,,2866,female,Asian,natural
1913,ELF0001913,Gabon,Africa,12.05.1979,14.03.2006,3437,female,African,natural
1914,ELF0001914,India,Asia,05.08.2011,,4822,male,Asian,natural
1915,ELF0001915,Zimbabwe,Africa,24.08.1974,12.03.2007,4938,male,African,natural
1916,ELF0001916,Zimbabwe,Africa,14.07.2005,,4169,female,African,natural
1917,ELF0001917,Kenya,Africa,07.07.2021,,4082,male,African,natural
1918,ELF0001918,Sri Lanka,Asia,12.10.1970,24.10.1995,3047,female,Asian,natural
1919,ELF0001919,Mozambique,Africa,17.02.1991,26.02.2020,5390,male,African,natural
1920,ELF0001920,South Africa,Africa,29.11.1983,05.03.2013,8766,male,African,natural
1921,ELF0001921,Botswana,Africa,22.05.2002,,1979,female,African,natural
1922,ELF0001922,Namibia,Africa,15.03.2002,,3133,female,Asian,natural
1923,ELF0001923,Zimbabwe,Africa,14.02.1987,07.10.2016,1361,male,African,natural
1924,ELF0001924,Tanzania,Africa,15.01.1978,29.09.2006,2493,female,African,natural
1925,ELF0001925,India,Asia,21.05.1996,19.09.2016,6108,male,Asian,natural
1926,ELF0001926,Mozambique,Africa,08.10.1993,07.10.2024,2501,female,African,natural
1927,ELF0001927,Zimbabwe,Africa,14.06.2006,,1977,female,African,natural
1928,ELF0001928,Zambia,Africa,15.02.2011,,3345,male,African,natural
1929,ELF0001929,Zimbabwe,Africa,04.04.1971,08.05.1999,7092,male,African,natural
1930,ELF0001930,Kenya,Africa,12.10.1985,17.10.2017,7803,male,African,natural
1931,ELF0001931,Botswana,Africa,25.11.2023,,6422,male,African,natural
1932,ELF0001932,DR Congo,Africa,25.06.1991,05.11.2021,6219,male,Asian,natural
1933,ELF0001933,Botswana,Africa,21.01.1980,04.04.2017,3400,female,African,natural
1934,ELF0001934,Tanzania,Africa,19.03.2018,,6496,male,African,natural
1935,ELF0001935,Mozambique,Africa,07.08.1979,31.10.1997,3654,male,African,natural
1936,ELF0001936,Zimbabwe,Africa,06.12.1975,17.06.2000,5512,male,African,natural
1937,ELF0001937,Botswana,Africa,03.12.1994,,3247,female,African,natural
1938,ELF0001938,Botswana,Africa,28.02.2011,,2234,female,African,natural
1939,ELF0001939,Zimbabwe,Africa,10.11.1977,06.12.2003,5511,male,Asian,natural
1940,ELF0001940,Botswana,Africa,02.07.1985,30.05.2014,2748,female,Asian,natural
1941,ELF0001941,Zimbabwe,Africa,28.04.1982,19.09.2003,2194,female,Asian,natural
1942,ELF0001942,Chad,Africa,05.12.2018,,6871,male,African,natural
1943,ELF0001943,Botswana,Africa,17.04.1987,29.03.2018,1367,female,African,natural
1944,ELF0001944,Botswana,Africa,09.04.2016,,3128,male,African,natural
1945,ELF0001945,Zimbabwe,Africa,29.05.1997,,5867,male,Asian,natural
1946,ELF0001946,Tanzania,Africa,22.03.1974,06.04.2004,2064,female,African,natural
1947,ELF0001947,Botswana,Africa,05.07.2002,,1512,female,African,natural
1948,ELF0001948,Botswana,Africa,02.08.2022,,2593,female,African,natural
1949,ELF0001949,Botswana,Africa,23.10.1975,14.05.2004,3362,male,African,natural
1950,ELF0001950,Zimbabwe,Africa,09.09.1986,10.05.2018,2373,female,African,natural
1951,ELF0001951,Zimbabwe,Africa,06.07.1977,14.02.2014,4988,male,Asian,natural
1952,ELF0001952,Zimbabwe,Africa,04.04.1972,01.02.1994,1043,female,African,natural
1953,ELF0001953,Botswana,Africa,07.10.2011,,3589,male,African,natural
1954,ELF0001954,Botswana,Africa,21.11.1983,18.08.2014,5359,male,African,natural
1955,ELF0001955,India,Asia,13.07.1972,08.01.2010,2885,female,Asian,natural
1956,ELF0001956,Zimbabwe,Africa,21.11.2001,,2346,female,African,natural
1957,ELF0001957,Zambia,Africa,23.12.1972,19.01.2000,731,female,African,natural
1958,ELF0001958,Zimbabwe,Africa,09.06.1982,12.01.2003,2802,female,African,natural
1959,ELF0001959,Angola,Africa,06.09.1987,04.11.2017,2830,female,African,natural
1960,ELF0001960,Tanzania,Africa,02.02.1983,25.09.2012,5905,male,African,natural
1961,ELF0001961,Faroe Islands,Europe,29.06.1982,11.08.2004,5109,male,Asian,zoological garden
1962,ELF0001962,Zimbabwe,Africa,04.04.1998,,5432,male,Asian,natural
1963,ELF0001963,Kenya,Africa,22.11.1992,,3120,female,African,natural
1964,ELF0001964,Tanzania,Africa,15.11.2011,,4541,male,African,natural
1965,ELF0001965,Gabon,Africa,16.12.1970,06.09.1997,2202,female,African,natural
1966,ELF0001966,Kenya,Africa,21.08.1984,28.07.2010,4621,male,African,natural
1967,ELF0001967,Botswana,Africa,29.03.2002,,7174,male,African,natural
1968,ELF0001968,South Africa,Africa,25.06.1992,08.07.2017,5092,male,African,natural
1969,ELF0001969,India,Asia,28.04.1999,,2415,female,Asian,natural
1970,ELF0001970,Zimbabwe,Africa,20.07.2002,,4050,male,African,natural
1971,ELF0001971,Botswana,Africa,02.12.2007,,4498,male,African,natural
1972,ELF0001972,Zimbabwe,Africa,08.03.2017,,1562,female,Asian,natural
1973,ELF0001973,Zambia,Africa,18.07.1978,22.03.2005,5345,male,African,natural
1974,ELF0001974,India,Asia,02.08.1990,,3820,female,Asian,natural
1975,ELF0001975,Zambia,Africa,24.09.1997,,5211,male,African,natural
1976,ELF0001976,Mozambique,Africa,09.05.1976,17.01.2003,5403,male,African,natural
1977,ELF0001977,Zimbabwe,Africa,10.05.1990,26.08.2023,2610,female,African,natural
1978,ELF0001978,Kenya,Africa,29.10.1980,05.07.2013,4729,male,Asian,natural
1979,ELF0001979,Tanzania,Africa,19.01.1994,,3354,male,African,natural
1980,ELF0001980,Zimbabwe,Africa,21.09.1985,21.08.2019,4991,male,African,natural
1981,ELF0001981,Gabon,Africa,19.06.1981,28.09.2017,880,female,Asian,natural
1982,ELF0001982,Tanzania,Africa,30.11.1983,25.05.2006,3509,female,African,natural
1983,ELF0001983,Tanzania,Africa,06.07.1997,,1704,female,African,natural
1984,ELF0001984,Zimbabwe,Africa,24.12.2011,,1878,female,Asian,natural
1985,ELF0001985,Botswana,Africa,24.09.1972,22.05.2005,4147,male,African,natural
1986,ELF0001986,South Africa,Africa,01.02.2014,,4819,male,African,natural
1987,ELF0001987,Zimbabwe,Africa,03.12.1986,18.03.2021,3994,female,African,natural
1988,ELF0001988,Zimbabwe,Africa,05.10.1970,11.10.2000,1267,female,African,natural
1989,ELF0001989,Zimbabwe,Africa,20.12.2006,,2739,male,African,natural
1990,ELF0001990,Tanzania,Africa,11.07.2000,,2177,female,African,natural
1991,ELF0001991,Zimbabwe,Africa,24.08.1984,16.08.2011,4586,male,African,natural
1992,ELF0001992,Botswana,Africa,04.06.1998,,4321,male,African,natural
1993,ELF0001993,Tanzania,Africa,28.10.1972,07.05.2003,2659,female,African,natural
1994,ELF0001994,Zimbabwe,Africa,29.05.1980,16.10.2016,7205,male,African,natural
1995,ELF0001995,Zimbabwe,Africa,18.02.2016,,4642,male,African,natural
1996,ELF0001996,South Africa,Africa,29.08.2007,,6692,male,African,natural
1997,ELF0001997,Cameroon,Africa,09.10.1977,30.10.2011,4240,male,African,natural
1998,ELF0001998,Botswana,Africa,11.10.1971,23.07.1995,6509,male,African,natural
1999,ELF0001999,Kenya,Africa,22.03.1991,10.06.2020,5895,male,African,natural
2000,ELF0002000,Botswana,Africa,13.01.2010,,4195,male,African,natural
2001,ELF0002001,Botswana,Africa,14.11.2016,,4202,female,African,natural
2002,ELF0002002,Botswana,Africa,27.05.2021,,6811,male,Asian,natural
2003,ELF0002003,Zimbabwe,Africa,05.02.2004,,2455,female,African,natural
2004,ELF0002004,Zimbabwe,Africa,10.09.1997,08.12.2021,6815,male,Asian,natural
2005,ELF0002005,Zimbabwe,Africa,23.11.1999,,3380,male,Asian,natural
2006,ELF0002006,Botswana,Africa,27.03.2000,,3796,female,African,natural
2007,ELF0002007,Botswana,Africa,19.06.2011,,2789,female,African,natural
2008,ELF0002008,Botswana,Africa,08.01.1995,,7643,male,African,natural
2009,ELF0002009,Botswana,Africa,01.01.2002,27.11.2023,4114,female,African,natural
2010,ELF0002010,Botswana,Africa,14.05.2010,,2408,female,African,zoological garden
2011,ELF0002011,Botswana,Africa,10.08.1992,,3593,female,African,natural
2012,ELF0002012,Zimbabwe,Africa,04.08.2016,,3051,female,African,natural
2013,ELF0002013,Tanzania,Africa,25.07.2012,,2332,female,Asian,natural
2014,ELF0002014,Namibia,Africa,11.02.2012,,1992,female,African,natural
2015,ELF0002015,Kenya,Africa,01.04.1997,,3493,female,African,natural
2016,ELF0002016,Zimbabwe,Africa,22.01.1992,,1576,female,African,natural
2017,ELF0002017,India,Asia,20.02.1989,18.02.2022,1525,female,Asian,natural
2018,ELF0002018,Tanzania,Africa,14.12.1988,29.01.2023,3632,male,Asian,natural
2019,ELF0002019,Botswana,Africa,03.07.1971,28.07.2006,2202,female,African,natural
2020,ELF0002020,Nepal,Asia,16.10.2020,,6404,male,Asian,natural
2021,ELF0002021,Namibia,Africa,16.11.1976,11.07.2008,3103,female,African,natural
2022,ELF0002022,Botswana,Africa,09.01.1989,14.12.2017,5804,male,African,natural
2023,ELF0002023,Zimbabwe,Africa,16.05.1999,,3362,male,African,natural
2024,ELF0002024,Mozambique,Africa,07.11.1992,08.10.2019,6899,male,African,natural
2025,ELF0002025,Tanzania,Africa,21.01.1981,23.06.2016,6404,male,African,natural
2026,ELF0002026,South Africa,Africa,21.02.2010,,5310,male,African,natural
2027,ELF0002027,India,Asia,03.01.1997,01.02.2018,1845,female,Asian,natural
2028,ELF0002028,Namibia,Africa,09.01.1990,21.01.2019,4735,male,African,natural
2029,ELF0002029,Tanzania,Africa,21.07.1993,21.07.2017,7138,male,African,natural
2030,ELF0002030,Botswana,Africa,29.05.1991,11.06.2024,5864,male,African,natural
2031,ELF0002031,Sri Lanka,Asia,07.01.2010,,7381,male,Asian,natural
2032,ELF0002032,India,Asia,24.09.1973,12.01.2000,2145,female,African,natural
2033,ELF0002033,Botswana,Africa,06.02.2007,,3727,male,African,natural
2034,ELF0002034,Tanzania,Africa,09.03.1998,24.12.2022,5671,male,African,natural
2035,ELF0002035,Zimbabwe,Africa,08.01.1982,20.11.2016,3048,female,African,natural
2036,ELF0002036,Botswana,Africa,16.08.2024,,5942,male,African,natural
2037,ELF0002037,South Africa,Africa,07.11.1974,27.05.1997,5353,female,African,natural
2038,ELF0002038,India,Asia,13.03.2000,,3483,female,Asian,natural
2039,ELF0002039,Tanzania,Africa,22.04.1982,15.04.2002,3718,female,African,natural
2040,ELF0002040,Botswana,Africa,02.01.1985,03.09.2003,1979,female,African,natural
2041,ELF0002041,DR Congo,Africa,10.04.2012,,3961,male,African,natural
2042,ELF0002042,Botswana,Africa,15.12.1992,,4641,male,African,natural
2043,ELF0002043,Botswana,Africa,25.03.2001,,5580,male,African,natural
2044,ELF0002044,Zimbabwe,Africa,16.07.1996,,3885,female,African,natural
2045,ELF0002045,Gabon,Africa,09.07.1973,06.06.2003,5267,male,African,natural
2046,ELF0002046,Botswana,Africa,28.11.1972,02.09.2005,1974,female,African,natural
2047,ELF0002047,Kenya,Africa,26.05.1993,,1471,female,African,natural
2048,ELF0002048,Zimbabwe,Africa,20.10.2018,,6639,male,African,natural
2049,ELF0002049,Uganda,Africa,06.05.1988,07.06.2011,3689,female,African,natural
2050,ELF0002050,Botswana,Africa,04.06.1988,08.03.2023,8913,male,African,natural
2051,ELF0002051,Zimbabwe,Africa,15.09.1987,11.03.2019,4098,female,African,natural
2052,ELF0002052,Namibia,Africa,06.07.1993,28.09.2017,4484,male,African,natural
2053,ELF0002053,Zimbabwe,Africa,16.08.1998,,4193,male,African,natural
2054,ELF0002054,Botswana,Africa,10.04.1981,07.11.2005,1946,female,African,natural
2055,ELF0002055,Zimbabwe,Africa,16.02.1987,01.12.2022,6077,male,African,natural
2056,ELF0002056,Kenya,Africa,14.08.1980,08.06.2021,5582,male,Asian,natural
2057,ELF0002057,Tanzania,Africa,14.09.1999,,2897,male,Asian,natural
2058,ELF0002058,Kenya,Africa,19.02.2001,,5629,male,African,natural
2059,ELF0002059,Botswana,Africa,06.06.1979,27.08.2002,1721,female,Asian,natural
2060,ELF0002060,Botswana,Africa,05.07.1970,06.10.1995,2804,female,African,natural
2061,ELF0002061,Zambia,Africa,25.12.2000,,1502,female,African,natural
2062,ELF0002062,Kenya,Africa,02.06.1982,27.08.2016,3417,female,African,natural
2063,ELF0002063,Zambia,Africa,02.06.1998,,4033,female,African,natural
2064,ELF0002064,Botswana,Africa,01.12.1990,19.09.2012,1895,female,African,natural
2065,ELF0002065,Myanmar,Asia,21.11.1989,02.09.2012,6285,male,Asian,natural
2066,ELF0002066,Zimbabwe,Africa,30.03.1971,24.01.2008,1089,female,African,natural
2067,ELF0002067,Botswana,Africa,19.04.1997,,4490,male,African,natural
2068,ELF0002068,Zimbabwe,Africa,16.02.2021,,6194,male,African,natural
2069,ELF0002069,Botswana,Africa,10.11.1974,14.06.2003,3630,female,African,natural
2070,ELF0002070,Tanzania,Africa,24.11.2007,,6090,male,African,natural
2071,ELF0002071,Zimbabwe,Africa,06.10.1975,09.12.2006,5719,male,African,natural
2072,ELF0002072,Mozambique,Africa,12.11.1974,22.04.2002,1553,female,African,natural
2073,ELF0002073,Tanzania,Africa,09.04.1994,,3548,female,African,natural
2074,ELF0002074,Sri Lanka,Asia,07.11.1975,26.12.2013,1724,female,Asian,natural
2075,ELF0002075,Zimbabwe,Africa,06.10.2023,,4024,female,African,natural
2076,ELF0002076,Botswana,Africa,09.12.2002,,2793,female,Asian,natural
2077,ELF0002077,Botswana,Africa,25.10.1987,10.07.2023,4732,male,African,natural
2078,ELF0002078,Namibia,Africa,09.04.1980,10.12.2007,3185,female,African,natural
2079,ELF0002079,Botswana,Africa,12.11.1985,26.08.2018,4822,male,Asian,natural
2080,ELF0002080,South Africa,Africa,24.08.2020,,6243,male,Asian,natural
2081,ELF0002081,Zambia,Africa,03.03.2021,,2211,female,Asian,natural
2082,ELF0002082,Mozambique,Africa,02.03.2010,,3025,female,African,natural
2083,ELF0002083,Sri Lanka,Asia,26.08.1999,09.07.2020,2721,female,Asian,natural
2084,ELF0002084,Zimbabwe,Africa,09.06.1998,,2822,female,African,natural
2085,ELF0002085,Botswana,Africa,09.06.1986,04.07.2018,3221,male,African,natural
2086,ELF0002086,Botswana,Africa,10.06.1991,29.10.2017,5505,male,African,natural
2087,ELF0002087,India,Asia,21.02.2012,,2724,female,Asian,natural
2088,ELF0002088,Kenya,Africa,09.05.1982,04.03.2013,2611,female,African,natural
2089,ELF0002089,Mozambique,Africa,02.09.2002,,4767,male,African,natural
2090,ELF0002090,Mozambique,Africa,14.12.2000,,3900,male,African,natural
2091,ELF0002091,Botswana,Africa,18.05.2010,,2769,female,African,natural
2092,ELF0002092,India,Asia,15.11.2007,,6594,male,Asian,natural
2093,ELF0002093,Zimbabwe,Africa,02.06.2005,,1510,female,Asian,natural
2094,ELF0002094,Zimbabwe,Africa,08.01.2008,,3241,female,African,natural
2095,ELF0002095,Tanzania,Africa,11.07.1975,09.03.2007,5679,male,Asian,natural
2096,ELF0002096,Mozambique,Africa,05.09.2007,,9070,male,African,natural
2097,ELF0002097,DR Congo,Africa,16.08.1980,17.07.2007,1824,male,African,natural
2098,ELF0002098,Zimbabwe,Africa,12.06.2016,,4918,male,African,natural
2099,ELF0002099,Kenya,Africa,19.03.1983,28.11.2011,6480,male,African,natural
2100,ELF0002100,Namibia,Africa,01.09.1987,17.12.2020,3962,male,African,natural
2101,ELF0002101,Cameroon,Africa,29.08.2000,,3994,male,African,natural
2102,ELF0002102,South Africa,Africa,19.10.1985,12.08.2017,2509,female,African,natural
2103,ELF0002103,Botswana,Africa,03.12.1994,04.03.2022,2188,male,African,natural
2104,ELF0002104,Tanzania,Africa,11.01.2004,,2539,female,African,natural
2105,ELF0002105,Botswana,Africa,12.05.1985,18.01.2013,5735,male,African,natural
2106,ELF0002106,South Africa,Africa,17.04.1981,29.01.2015,3166,female,Asian,natural
2107,ELF0002107,South Africa,Africa,06.12.1988,27.10.2011,2184,female,African,natural
2108,ELF0002108,Zimbabwe,Africa,25.01.2012,,5953,male,African,natural
2109,ELF0002109,Cameroon,Africa,15.06.1995,,8538,male,African,natural
2110,ELF0002110,Botswana,Africa,07.02.2022,,5945,male,Asian,natural
2111,ELF0002111,Zimbabwe,Africa,04.10.1980,11.04.2005,4766,male,African,natural
2112,ELF0002112,Uganda,Africa,30.05.1991,09.08.2023,4051,female,African,natural
2113,ELF0002113,Zimbabwe,Africa,18.11.2001,,4873,male,African,natural
2114,ELF0002114,Zimbabwe,Africa,01.06.1979,29.12.2008,5493,male,African,natural
2115,ELF0002115,Namibia,Africa,15.12.1975,13.01.2000,5136,male,African,natural
2116,ELF0002116,Gabon,Africa,11.03.1996,,3645,female,Asian,natural
2117,ELF0002117,Thailand,Asia,21.12.1985,17.08.2017,2398,male,Asian,natural
2118,ELF0002118,Mozambique,Africa,11.11.1972,20.08.2006,6504,male,African,natural
2119,ELF0002119,Botswana,Africa,17.09.1995,23.06.2024,2903,male,African,natural
2120,ELF0002120,Tanzania,Africa,18.07.1980,15.12.2010,3491,female,African,natural
2121,ELF0002121,Kenya,Africa,20.06.1998,,-222,female,African,natural
2122,ELF0002122,Zimbabwe,Africa,18.12.2008,,4638,male,Asian,natural
2123,ELF0002123,Sri Lanka,Asia,11.01.1980,24.04.2010,3570,female,Asian,natural
2124,ELF0002124,Zimbabwe,Africa,29.06.1996,28.08.2020,2762,male,African,natural
2125,ELF0002125,Botswana,Africa,09.01.1987,03.09.2015,5919,male,African,natural
2126,ELF0002126,Botswana,Africa,25.08.1994,,5214,female,African,natural
2127,ELF0002127,Zimbabwe,Africa,21.06.1984,27.04.2016,7337,male,African,natural
2128,ELF0002128,Zimbabwe,Africa,27.06.1979,25.11.2008,4522,male,African,natural
2129,ELF0002129,Zimbabwe,Africa,16.12.2003,,6920,male,African,natural
2130,ELF0002130,Botswana,Africa,27.05.1989,14.03.2007,5323,male,African,natural
2131,ELF0002131,South Africa,Africa,25.08.2004,,1323,female,Asian,natural
2132,ELF0002132,Botswana,Africa,30.10.2010,,6588,male,African,natural
2133,ELF0002133,Tanzania,Africa,21.01.2024,,6528,male,African,natural
2134,ELF0002134,Botswana,Africa,19.05.2007,,1863,female,African,natural
2135,ELF0002135,Sri Lanka,Asia,13.01.2010,,5211,male,Asian,natural
2136,ELF0002136,Zimbabwe,Africa,18.04.2008,,8179,male,African,natural
2137,ELF0002137,Zimbabwe,Africa,22.07.2010,,4452,male,African,natural
2138,ELF0002138,Botswana,Africa,16.07.2023,,4769,male,African,natural
2139,ELF0002139,Botswana,Africa,07.05.2007,,3297,female,African,natural
2140,ELF0002140,Kenya,Africa,08.10.1980,29.09.2017,2357,female,African,natural
2141,ELF0002141,Namibia,Africa,06.01.1994,28.05.2020,3206,female,African,natural
2142,ELF0002142,Botswana,Africa,13.06.1991,23.08.2024,3314,female,Asian,natural
2143,ELF0002143,Myanmar,Asia,30.08.2019,,2314,female,African,natural
2144,ELF0002144,Gabon,Africa,10.09.1989,16.09.2018,4363,male,African,natural
2145,ELF0002145,Botswana,Africa,10.11.1989,,8576,male,African,natural
2146,ELF0002146,Zimbabwe,Africa,30.01.1976,12.09.2009,2852,male,African,natural
2147,ELF0002147,Uganda,Africa,05.02.2000,,5274,male,African,natural
2148,ELF0002148,Zambia,Africa,05.01.1999,,2602,female,African,natural
2149,ELF0002149,Gabon,Africa,02.08.1979,14.11.2006,7613,male,African,natural
2150,ELF0002150,Kenya,Africa,05.01.1999,,1633,female,African,natural
2151,ELF0002151,Zimbabwe,Africa,29.08.1984,24.02.2012,5080,male,African,natural
2152,ELF0002152,Uganda,Africa,11.05.1979,18.08.2008,3746,male,African,natural
2153,ELF0002153,Botswana,Africa,23.03.1982,11.01.2014,2884,male,Asian,natural
2154,ELF0002154,Botswana,Africa,26.03.1979,06.07.2014,2934,female,Asian,zoological garden
2155,ELF0002155,Zimbabwe,Africa,22.07.1981,18.12.2010,6271,male,African,natural
2156,ELF0002156,Namibia,Africa,12.08.1974,02.12.2007,5689,male,African,natural
2157,ELF0002157,Kenya,Africa,01.01.1980,08.08.2020,2273,female,African,natural
2158,ELF0002158,Zambia,Africa,14.02.2007,,4010,female,African,natural
2159,ELF0002159,Mozambique,Africa,08.04.1984,28.01.2007,5644,male,African,natural
2160,ELF0002160,Botswana,Africa,20.02.2001,,4926,male,Asian,natural
2161,ELF0002161,Tanzania,Africa,17.01.2002,,5996,male,African,natural
2162,ELF0002162,South Africa,Africa,31.10.1971,20.02.1997,3822,female,African,natural
2163,ELF0002163,Sri Lanka,Asia,06.12.2000,,4230,female,Asian,natural
2164,ELF0002164,Namibia,Africa,28.11.2000,,6310,male,African,natural
2165,ELF0002165,Namibia,Africa,29.12.1989,17.10.2010,7134,male,African,natural
2166,ELF0002166,Zimbabwe,Africa,12.06.1990,13.03.2020,5279,male,African,natural
2167,ELF0002167,Zimbabwe,Africa,16.05.1989,,1706,female,African,natural
2168,ELF0002168,Kenya,Africa,19.07.1992,18.07.2014,2706,male,African,natural
2169,ELF0002169,Botswana,Africa,06.11.1989,02.10.2019,2328,female,African,natural
2170,ELF0002170,Kuwait,Asia,29.01.1993,,2376,female,Asian,zoological garden
2171,ELF0002171,Zimbabwe,Africa,10.02.2014,,3093,female,African,natural
2172,ELF0002172,Botswana,Africa,09.03.2006,,6492,male,African,natural
2173,ELF0002173,Botswana,Africa,07.11.1982,18.11.2008,3809,female,African,natural
2174,ELF0002174,Botswana,Africa,19.06.1989,08.10.2020,3289,female,Asian,natural
2175,ELF0002175,Tanzania,Africa,14.11.1989,31.12.2016,1687,female,African,natural
2176,ELF0002176,Botswana,Africa,03.10.1993,29.09.2013,2052,female,African,natural
2177,ELF0002177,DR Congo,Africa,19.09.1977,02.03.2010,3265,female,African,natural
2178,ELF0002178,Botswana,Africa,12.06.2000,,3063,female,African,natural
2179,ELF0002179,Botswana,Africa,29.11.1979,18.09.2010,3893,male,African,natural
2180,ELF0002180,Botswana,Africa,07.05.2013,,7348,male,African,natural
2181,ELF0002181,India,Asia,07.10.1973,24.04.2004,2879,male,Asian,natural
2182,ELF0002182,Tanzania,Africa,27.04.1981,02.07.2003,3913,female,African,natural
2183,ELF0002183,Zimbabwe,Africa,03.04.1975,17.10.2003,2592,female,African,natural
2184,ELF0002184,Botswana,Africa,07.09.1992,22.12.2012,2858,female,African,natural
2185,ELF0002185,Botswana,Africa,24.09.1984,13.09.2014,2226,female,African,natural
2186,ELF0002186,Botswana,Africa,12.11.2018,,2068,female,African,natural
2187,ELF0002187,Tanzania,Africa,28.09.1973,28.12.1999,4888,male,African,natural
2188,ELF0002188,Botswana,Africa,17.10.1996,,3786,female,African,natural
2189,ELF0002189,Botswana,Africa,02.12.1980,17.12.2017,4635,male,African,natural
2190,ELF0002190,South Africa,Africa,05.04.1990,13.11.2017,6369,male,African,natural
2191,ELF0002191,Cameroon,Africa,20.04.2006,,4305,male,African,natural
2192,ELF0002192,Ethiopia,Africa,23.06.1972,25.01.2004,1987,male,African,natural
2193,ELF0002193,Botswana,Africa,17.09.1999,,6016,male,African,natural
2194,ELF0002194,Botswana,Africa,28.10.2001,,3703,female,African,natural
2195,ELF0002195,Angola,Africa,24.11.1980,23.10.2010,4315,male,African,natural
2196,ELF0002196,Sri Lanka,Asia,17.10.1993,19.01.2015,3771,female,Asian,natural
2197,ELF0002197,Tanzania,Africa,19.10.1975,20.02.2003,3738,female,African,natural
2198,ELF0002198,Kenya,Africa,20.02.2016,,8185,male,African,natural
2199,ELF0002199,Tanzania,Africa,18.10.2016,,3773,male,African,natural
2200,ELF0002200,Zimbabwe,Africa,14.03.1998,,5673,male,Asian,natural
2201,ELF0002201,Zimbabwe,Africa,11.03.1971,20.12.1998,4798,male,African,natural
2202,ELF0002202,Tanzania,Africa,22.05.1992,27.09.2023,6682,male,African,natural
2203,ELF0002203,Tanzania,Africa,16.05.1979,06.08.1998,3950,female,African,natural
2204,ELF0002204,Botswana,Africa,25.12.1974,13.04.2007,3483,female,African,natural
2205,ELF0002205,Tanzania,Africa,30.01.1990,,4774,male,African,natural
2206,ELF0002206,South Africa,Africa,31.10.2009,,6244,male,African,natural
2207,ELF0002207,Namibia,Africa,11.07.1993,07.11.2018,6982,male,African,natural
2208,ELF0002208,Zimbabwe,Africa,09.05.2017,,2960,female,African,natural
2209,ELF0002209,South Africa,Africa,10.09.1998,19.04.2021,4898,male,African,natural
2210,ELF0002210,Kenya,Africa,16.04.1992,10.07.2018,2022,female,African,natural
2211,ELF0002211,Uganda,Africa,14.01.2001,,1606,female,African,natural
2212,ELF0002212,Tanzania,Africa,18.10.2012,,2315,female,African,natural
2213,ELF0002213,India,Asia,08.06.1982,05.11.2005,5541,male,Asian,natural
2214,ELF0002214,Botswana,Africa,17.06.2005,,3266,female,African,natural
2215,ELF0002215,Fiji,Oceania,14.11.2017,,6278,male,Asian,zoological garden
2216,ELF0002216,Botswana,Africa,22.06.1992,,2071,female,African,natural
2217,ELF0002217,Ethiopia,Africa,22.05.1975,26.06.1997,3830,female,African,natural
2218,ELF0002218,India,Asia,11.09.1992,14.08.2021,1642,female,African,natural
2219,ELF0002219,South Africa,Africa,31.07.2012,,2049,female,African,natural
2220,ELF0002220,Botswana,Africa,12.10.1991,20.09.2023,4322,male,African,natural
2221,ELF0002221,Botswana,Africa,02.07.2023,,2693,female,African,natural
2222,ELF0002222,Cameroon,Africa,10.04.1987,25.06.2007,2480,female,African,natural
2223,ELF0002223,Botswana,Africa,03.04.1999,,5527,male,African,natural
2224,ELF0002224,Nepal,Asia,31.03.1992,06.02.2015,4663,male,Asian,natural
2225,ELF0002225,Tanzania,Africa,28.01.2003,,5680,male,African,natural
2226,ELF0002226,Botswana,Africa,30.06.2015,,5514,male,African,natural
2227,ELF0002227,South Africa,Africa,22.05.1971,18.07.2008,6931,male,African,natural
